original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier
7191,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,120,?,y &Caperu no se encontró a nadie en el bosque ?%mor: coord|y=and adv|no=no pro:refl|se=itself v|encontra-3S&PRET=find aprep|a=to pro:indef|nadie=nobody prep|en=in det:art|el&m&SG=the n|bosque&m=forest ?,%mor:
7192,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,124,.,&ssss [% asiente con la cabeza] .,%mor:
7193,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,125,?,y cómo era el lobo de feo ?%mor: coord|y=and pro:int|cómo=how cop|se-13S&PAS=be det:art|el&m&SG=the n|lobo-m=wolf prep|de=of adj|feo-m=ugly ?,%mor:
7194,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,128,!,cuéntanos !%mor: imp|conta-2S&IMP~pro:clit|1P=count_tell !,%mor:
7195,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,130,?,cómo tenía las orejas ?%mor: pro:int|cómo=how v|tene-13S&PAS=have det:art|el&f-PL=the n|oreja&f-PL=ear ?,%mor:
7196,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,133,!,a_ver (.) cuéntanos !%mor: co|a_ver=lets_see imp|conta-2S&IMP~pro:clit|1P=count_tell !,%mor:
7197,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,135,.,no sé .%mor: adv|no=no v|sabe-1S&PRES=know .,%mor:
7198,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,137,?,cómo tenía las orejas ?%mor: pro:int|cómo=how v|tene-13S&PAS=have det:art|el&f-PL=the n|oreja&f-PL=ear ?,%mor:
7199,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,140,.,0 [% hace un gesto con las manos imitando lo largas que son] .,%mor:
7200,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,141,!,qué orejas tan grandes tienes !%mor: pro:int|qué=what n|oreja&f-PL=ear adv|tan=such adj|grande-PL=big v|tene-2S&PRES=have !,%mor:
7201,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,144,!,son para oírte mejor [% se pone serio contestándose a sí mismo] !%mor: cop|se-3P&PRES=be prep|para=for inf|oí-INF~pro:clit|2S=hear adj|mejor=better !,%mor:
7202,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,147,!,abuelita (.) abuelita !%mor: n|abuelo&f-DIM=grandparent n|abuelo&f-DIM=grandparent !,%mor:
7203,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,149,?,qué ojos más grandes tiene [*] ?%mor: pro:int|qué=what n|ojo&m-PL=eye adv|más=more adj|grande-PL=big v|tene-3S&PRES=have ?,%mor:
7204,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,153,!,son para verte mejor !%mor: cop|se-3P&PRES=be prep|para=for inf|ve-INF~pro:clit|2S=see adj|mejor=better !,%mor:
7205,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,156,!,abuelita (.) abuelita !%mor: n|abuelo&f-DIM=grandparent n|abuelo&f-DIM=grandparent !,%mor:
7206,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,158,?,qué nariz tan grandes [*] tienes ?%mor: pro:int|qué=what n|nariz&f=nose adv|tan=such adj|grande-PL=big v|tene-2S&PRES=have ?,%mor:
7207,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,162,!,es para olerte mejor !%mor: cop|se-3S&PRES=be prep|para=for inf|ole-INF~pro:clit|2S=smell adj|mejor=better !,%mor:
7208,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,165,!,abuelita (.) abuelita !%mor: n|abuelo&f-DIM=grandparent n|abuelo&f-DIM=grandparent !,%mor:
7209,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,167,?,qué boca más grande (.) tiene [*] ?%mor: pro:int|qué=what n|boca&f=mouth adv|más=more adj|grande=big v|tene-3S&PRES=have ?,%mor:
7210,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,171,!,son para comerte &mej mejor [=! grita y rie] !%mor: cop|se-3P&PRES=be prep|para=for inf|come-INF~pro:clit|2S=eat adj|mejor=better !,%mor:
7211,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,174,?,<y qué pasó> [/] y qué pasó ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRET=pass ?,%mor:
7212,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,176,.,eh (.) se la comió y un cazador y abrió la barriga y lo tiró al agua (.) a un fuego .%mor: co|eh pro:refl|se=itself pro:obj|la&f=she v|come-3S&PRET=eat coord|y=and det:art|un&m=one n|cazador&m=hunter coord|y=and v|abri-3S&PRET=open det:art|el&f&SG=the n|barriga&f=belly coord|y=and pro:obj|lo&m=him v|tira-3S&PRET=throw aprep|a~det:art|el&m=to n|agua&f=water aprep|a=to det:art|un&m=one n|fuego&m=fire .,%mor:
7213,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,184,.,y despué [*] se quemó <y no puo [*]> [/] y no pudo ir al agua .%mor: coord|y=and ?|despué pro:refl|se=itself v|quema-3S&PRET=burn coord|y=and adv|no=no v|pode-3S&PRET=can v|ir=go aprep|a~det:art|el&m=to n|agua&f=water .,%mor:
7214,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,189,?,y Caperucita se salvó [% asiente con la cabeza] ?%mor: coord|y=and n:prop|Caperucita pro:refl|se=itself v|salva-3S&PRET=save ?,%mor:
7215,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,192,?,sí ?%mor: co|sí=yes ?,%mor:
7216,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,194,.,y la abuela .%mor: coord|y=and det:art|el&f&SG=the n|abuelo-f=grandparent .,%mor:
7217,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,196,?,y la abuala también ?%mor: coord|y=and pro:obj|la&f=she ?|abuala adv|también=also ?,%mor:
7218,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,198,?,dónde estaba la abuela ?%mor: pro:int|dónde=where cop|esta-13S&PAS=be det:art|el&f&SG=the n|abuelo-f=grandparent ?,%mor:
7219,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,201,.,eh (.) en eh (.) en [/] en la barriga del lobo .%mor: co|eh prep|en=in co|eh prep|en=in det:art|el&f&SG=the n|barriga&f=belly prep|de~det:art|el&m=of n|lobo-m=wolf .,%mor:
7220,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,204,.,y se la abrieron y &d y despué [*] eh (.) se punió [*] el disfraz .%mor: coord|y=and pro:refl|se=itself det:art|el&f&SG=the v|abri-3P&PRET=open coord|y=and coord|y=and ?|despué co|eh pro:refl|se=itself ?|punió det:art|el&m&SG=the n|disfraz&m=disguise .,%mor:
7221,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,210,!,ah !%mor: co|ah !,%mor:
7222,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,212,.,y se punió [*] el disfraz .%mor: coord|y=and pro:refl|se=itself ?|punió det:art|el&m&SG=the n|disfraz&m=disguise .,%mor:
7223,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,216,?,qué disfraz se puso ?%mor: pro:int|qué=what n|disfraz&m=disguise pro:refl|se=itself v|pone-3S&PRET=put ?,%mor:
7224,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,219,!,a_ver !%mor: co|a_ver=lets_see !,%mor:
7225,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,221,!,eh (.) el suyo !%mor: co|eh det:art|el&m&SG=the pro:poss|suyo-m=his !,%mor:
7226,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,223,?,cuál era el suyo ?%mor: pro:int|cuál=which cop|se-13S&PAS=be det:art|el&m&SG=the pro:poss|suyo-m=his ?,%mor:
7227,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,228,?,cómo era ?%mor: pro:int|cómo=how cop|se-13S&PAS=be ?,%mor:
7228,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,230,.,a_ver (.) que yo no sé cómo era .%mor: co|a_ver=lets_see pro:rel|que=that pro:sub|yo=I adv|no=no v|sabe-1S&PRES=know pro:int|cómo=how cop|se-13S&PAS=be .,%mor:
7229,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,233,.,no sé (.) ya no me acuerdo .%mor: adv|no=no v|sabe-1S&PRES=know adv|ya=already adv|no=no pro:obj|me=me v|acorda-1S&PRES=remind .,%mor:
7230,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,236,?,ya no te acuerdas ?%mor: adv|ya=already adv|no=no pro:obj|te=you v|acorda-2S&PRES=remind ?,%mor:
7231,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,238,?,quién se punió [*] el disfraz ?%mor: pro:int|quién=who pro:refl|se=itself ?|punió det:art|el&m&SG=the n|disfraz&m=disguise ?,%mor:
7232,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,242,?,el lobo ?%mor: det:art|el&m&SG=the n|lobo-m=wolf ?,%mor:
7233,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,244,.,no (.) la abuelita .%mor: adv|no=no det:art|el&f&SG=the n|abuelo&f-DIM=grandparent .,%mor:
7234,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,246,!,ah !%mor: co|ah !,%mor:
7235,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,248,?,se puso un vestido ya (.) no ?%mor: pro:refl|se=itself v|pone-3S&PRET=put det:art|un&m=one n|vestido&m=garment adv|ya=already adv|no=no ?,%mor:
7236,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,254,?,bueno a_ver (.) cuándo fuiste al médico ?%mor: co|bueno=good co|a_ver=lets_see pro:int|cuándo=when v|i-2S&PRET=go aprep|a~det:art|el&m=to n|médico-m=physician ?,%mor:
7237,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,257,!,a_ver !%mor: co|a_ver=lets_see !,%mor:
7238,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,259,?,fuiste hace poco ?%mor: v|i-2S&PRET=go v|hace-3S&PRES=do adv|poco=few ?,%mor:
7239,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,261,?,qué me habías contado ?%mor: pro:int|qué=what pro:obj|me=me v|habe-2S&PAS=have part|conta-PPART-m=count_tell ?,%mor:
7240,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,264,?,cuándo fuiste ?%mor: pro:int|cuándo=when v|i-2S&PRET=go ?,%mor:
7241,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,266,!,a_ver !%mor: co|a_ver=lets_see !,%mor:
7242,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,268,.,no (.) ya no me acuerdo .%mor: adv|no=no adv|ya=already adv|no=no pro:obj|me=me v|acorda-1S&PRES=remind .,%mor:
7243,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,271,?,no te llevó mamá ?%mor: adv|no=no pro:obj|te=you v|lleva-3S&PRET=carry n|mamá&f=mommy ?,%mor:
7244,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,273,?,y qué te dijo el médico ?%mor: coord|y=and pro:int|qué=what pro:obj|te=you v|deci-3S&PRET=say det:art|el&m&SG=the n|médico-m=physician ?,%mor:
7245,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,276,.,lo de respirar .%mor: pro:obj|lo&m=him prep|de=of inf|respira-INF=breathe .,%mor:
7246,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,278,!,a_ver !%mor: co|a_ver=lets_see !,%mor:
7247,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,280,?,pero cuéntame que yo no lo sé (.) eh ?%mor: n|pero&m=excuse imp|conta-2S&IMP~pro:clit|1S=count_tell pro:rel|que=that pro:sub|yo=I adv|no=no pro:obj|lo&m=him v|sabe-1S&PRES=know co|eh ?,%mor:
7248,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,284,.,cuéntale a Carmen todo lo que tienes que hacer .%mor: imp|conta-2S&IMP~pro:clit|3S=count_tell aprep|a=to n:prop|Carmen det:indef|todo-m=all pro:obj|lo&m=him pro:rel|que=that v|tene-2S&PRES=have pro:rel|que=that inf|hace-INF=do .,%mor:
7249,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,288,?,que tenía que de [//] a dar (.) dos veces a uno que no [/] no era el de menta (.) eh (.) ?%mor: conj|que=that v|tene-13S&PAS=have pro:rel|que=that aprep|a=to inf|da-INF=give det:num|dos=two n|vez&f-PL=turn aprep|a=to pro:indef|uno=one prep|que=than adv|no=no cop|se-13S&PAS=be det:art|el&m&SG=the prep|de=of imp|menti-3S&IMP=lie co|eh ?,%mor:
7250,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,294,?,qué de menta ?%mor: pro:int|qué=what prep|de=of imp|menti-3S&IMP=lie ?,%mor:
7251,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,296,.,uno de menta .%mor: pro:indef|uno=one prep|de=of imp|menti-3S&IMP=lie .,%mor:
7252,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,298,?,pero (.) qué es eso de menta ?%mor: conj|pero=but pro:int|qué=what cop|se-3S&PRES=be pro:dem|eso=that_one prep|de=of imp|menti-3S&IMP=lie ?,%mor:
7253,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,301,!,a_ver !%mor: co|a_ver=lets_see !,%mor:
7254,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,303,.,explícame que yo no lo entiendo .%mor: imp|explica-2S&IMP~pro:clit|1S=explain pro:rel|que=that pro:sub|yo=I adv|no=no pro:obj|lo&m=him v|entende-1S&PRES=understand .,%mor:
7255,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,307,!,jo !%mor: co|jo=whoa !,%mor:
7256,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,312,?,a_ver (.) qué tenías ?%mor: co|a_ver=lets_see pro:int|qué=what v|tene-2S&PAS=have ?,%mor:
7257,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,314,!,a_ver !%mor: co|a_ver=lets_see !,%mor:
7258,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,316,?,qué te dolía ?%mor: pro:int|qué=what pro:obj|te=you v|dole-13S&PAS=hurt ?,%mor:
7259,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,318,.,eh (.) eh (.) eh (.) la garganta .%mor: co|eh co|eh co|eh det:art|el&f&SG=the n|garganta&f=throat .,%mor:
7260,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,320,.,y después fui al médico .%mor: coord|y=and adv|después=after v|i-3S&PRET=go aprep|a~det:art|el&m=to n|médico-m=physician .,%mor:
7261,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,323,?,y ?%mor: coord|y=and ?,%mor:
7262,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,325,.,y &d y me dio suero de respirar .%mor: coord|y=and coord|y=and pro:obj|me=me v|da-3S&PRET=give n|suero&m=serum prep|de=of inf|respira-INF=breathe .,%mor:
7263,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,328,?,qué te dio ?%mor: pro:int|qué=what pro:obj|te=you v|da-3S&PRET=give ?,%mor:
7264,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,330,.,lo de respirar .%mor: pro:obj|lo&m=him prep|de=of inf|respira-INF=breathe .,%mor:
7265,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,332,?,y cómo es lo de respirar ?%mor: coord|y=and pro:int|cómo=how cop|se-3S&PRES=be pro:obj|lo&m=him prep|de=of inf|respira-INF=breathe ?,%mor:
7266,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,335,!,a_ver !%mor: co|a_ver=lets_see !,%mor:
7267,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,337,.,tiene eh (.) dos [/] dos veces (.) uno que no es el de menta (.) y despué [*] eh (.) una [/] una vez y después otro (.) que es dos veces .%mor: v|tene-3S&PRES=have co|eh det:num|dos=two n|vez&f-PL=turn pro:indef|uno=one prep|que=than adv|no=no cop|se-3S&PRES=be det:art|el&m&SG=the prep|de=of imp|menti-3S&IMP=lie coord|y=and ?|despué co|eh det:art|un-f=one n|vez&f=turn coord|y=and adv|después=after pro:indef|otro-m=other pro:rel|que=that cop|se-3S&PRES=be det:num|dos=two n|vez&f-PL=turn .,%mor:
7268,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,347,?,pero (.) qué dos veces ?%mor: conj|pero=but pro:int|qué=what det:num|dos=two n|vez&f-PL=turn ?,%mor:
7269,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,349,?,qué es eso ?%mor: pro:int|qué=what cop|se-3S&PRES=be pro:dem|eso=that_one ?,%mor:
7270,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,351,!,el de menta !%mor: det:art|el&m&SG=the prep|de=of imp|menti-3S&IMP=lie !,%mor:
7271,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,353,?,los sprais (.) verdad ?%mor: det:art|el&m-PL=the ?|sprais co|verdad=right ?,%mor:
7272,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,355,?,por qué ?%mor: prep|por=for pro:int|qué=what ?,%mor:
7273,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,357,?,qué tienes ?%mor: pro:int|qué=what v|tene-2S&PRES=have ?,%mor:
7274,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,359,?,una botella que es así (.) a que sí ?%mor: det:art|un-f=one n|botella&f=flask pro:rel|que=that cop|se-3S&PRES=be adv|así=thus aprep|a=to conj|que=that co|sí=yes ?,%mor:
7275,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,362,.,explícale a Carmen cómo es la botella .%mor: imp|explica-2S&IMP~pro:clit|3S=explain aprep|a=to n:prop|Carmen pro:int|cómo=how cop|se-3S&PRES=be det:art|el&f&SG=the n|botella&f=flask .,%mor:
7276,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,366,.,así .%mor: adv|así=thus .,%mor:
7277,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,369,?,alargada (.) así ?%mor: part|alarga-PPART-f=lengthen adv|así=thus ?,%mor:
7278,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,371,?,y qué tiene la botella ?%mor: coord|y=and pro:int|qué=what v|tene-3S&PRES=have det:art|el&f&SG=the n|botella&f=flask ?,%mor:
7279,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,374,?,dos qué ?%mor: det:num|dos=two pro:int|qué=what ?,%mor:
7280,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,376,.,dos (.) (.) gujeros [*] .%mor: det:num|dos=two ?|gujeros .,%mor:
7281,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,379,?,es por dónde se meten los tubos ?%mor: cop|se-3S&PRES=be prep|por=for pro:int|dónde=where pro:refl|se=itself v|mete-3P&PRES=put det:art|el&m-PL=the n|tubo&m-PL=tube ?,%mor:
7282,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,383,!,a_ver !%mor: co|a_ver=lets_see !,%mor:
7283,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,385,?,y cómo eran los tubos ?%mor: coord|y=and pro:int|cómo=how cop|se-3P&PAS=be det:art|el&m-PL=the n|tubo&m-PL=tube ?,%mor:
7284,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,388,.,que no me acuerdo .%mor: pro:rel|que=that adv|no=no pro:obj|me=me v|acorda-1S&PRES=remind .,%mor:
7285,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,390,?,eh (.) el qué ?%mor: co|eh det:art|el&m&SG=the pro:int|qué=what ?,%mor:
7286,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,392,.,los tubos .%mor: det:art|el&m-PL=the n|tubo&m-PL=tube .,%mor:
7287,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,394,?,los sprais (.) cómo eran ?%mor: det:art|el&m-PL=the ?|sprais co|cómo cop|se-3P&PAS=be ?,%mor:
7288,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,396,!,a_ver !%mor: co|a_ver=lets_see !,%mor:
7289,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,398,?,uno (.) de qué color es ?%mor: pro:indef|uno=one prep|de=of pro:int|qué=what n|color&m=hue cop|se-3S&PRES=be ?,%mor:
7290,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,401,.,azul (.) otro marrón y otro azul .%mor: adj|azul=blue det:indef|otro-m=other adj|marrón&m=maroon coord|y=and pro:indef|otro-m=other adj|azul=blue .,%mor:
7291,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,404,!,ah !%mor: co|ah !,%mor:
7292,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,406,?,haces caso a mamá ?%mor: v|hace-2S&PRES=do n|caso&m=event aprep|a=to n|mamá&f=mommy ?,%mor:
7293,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,408,?,pero ninguno es de menta ya (.) verdad ?%mor: n|pero&m=excuse det:indef|ningún-m=none cop|se-3S&PRES=be prep|de=of imp|menti-3S&IMP=lie adv|ya=already co|verdad=right ?,%mor:
7294,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,411,?,eh ?%mor: co|eh ?,%mor:
7295,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,413,?,es alguno de menta (.) ya ?%mor: cop|se-3S&PRES=be det:indef|algún-m=some prep|de=of imp|menti-3S&IMP=lie adv|ya=already ?,%mor:
7296,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,417,?,sí ?%mor: co|sí=yes ?,%mor:
7297,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,419,?,cuál ?%mor: pro:int|cuál=which ?,%mor:
7298,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,421,?,<el de> [/] el de (.) ese ?%mor: det:art|el&m&SG=the prep|de=of det:dem|ese=that ?,%mor:
7299,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,423,?,el marrón o el azul ?%mor: det:art|el&m&SG=the adj|marrón&m=maroon coord|o=or det:art|el&m&SG=the adj|azul=blue ?,%mor:
7300,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,426,.,el azul .%mor: det:art|el&m&SG=the adj|azul=blue .,%mor:
7301,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,428,?,es de menta ?%mor: cop|se-3S&PRES=be prep|de=of imp|menti-3S&IMP=lie ?,%mor:
7302,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,430,.,&ssss [% asiente] .,%mor:
7303,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,431,?,y cuándo tienes que respirar ?%mor: coord|y=and pro:int|cuándo=when v|tene-2S&PRES=have pro:rel|que=that inf|respira-INF=breathe ?,%mor:
7304,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,434,?,cuántos minutos ?%mor: pro:int|cuánto-m-PL=how_much n|minuto&m-PL=minute ?,%mor:
7305,12dtz36m.cha,spa,DiezItza,SIS,.,.,.,.,Sister,.,.,436,.,cuéntale a Carmen .%mor: imp|conta-2S&IMP~pro:clit|3S=count_tell aprep|a=to n:prop|Carmen .,%mor:
7306,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,438,?,cuántos ?%mor: pro:int|cuánto-m-PL=how_much ?,%mor:
7307,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,440,!,a_ver !%mor: co|a_ver=lets_see !,%mor:
7308,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,442,?,pero dime (.) cuántos ?%mor: n|pero&m=excuse imp|deci-2S&IMP~pro:clit|1S=say pro:indef|cuánto-m-PL=how_much ?,%mor:
7309,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,445,.,diez .%mor: det:num|diez=ten .,%mor:
7310,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,447,?,diez (.) qué ?%mor: det:num|diez=ten pro:int|qué=what ?,%mor:
7311,12dtz36m.cha,spa,DiezItza,CHI,3;07.02,.,.,.,Target_Child,.,.,449,.,diez minutos .%mor: det:num|diez=ten n|minuto&m-PL=minute .,%mor:
7312,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,451,?,cuándo fuiste ?%mor: pro:int|cuándo=when v|i-2S&PRET=go ?,%mor:
7313,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,453,!,yo no sé cuando fuiste (.) a_ver !%mor: pro:sub|yo=I adv|no=no v|sabe-1S&PRES=know pro:rel|cuando=when v|i-2S&PRET=go co|a_ver=lets_see !,%mor:
7314,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,456,.,dime cuándo fuiste .%mor: imp|deci-2S&IMP~pro:clit|1S=say pro:int|cuándo=when v|i-2S&PRET=go .,%mor:
7315,12dtz36m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,459,?,hace mucho tiempo ?%mor: v|hace-3S&PRES=do adv|mucho=much n|tiempo&m=season ?,%mor:
