original_order,file,filetype,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes,
6363,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,128,?,&uh ?,%mor:,0,,,0,0,0,,,,,
6364,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,.,.,.,Mother,.,.,129,.,acá vamos a poner .%mor: adv|acá=there v|i-1P&PRES=go aprep|a=to inf|pone-INF=put .,%mor:,0,,,0,0,0,,,,,
6365,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,.,.,.,Mother,.,.,129,v|i-1p&pres=go,acá vamos a poner .%mor: adv|acá=there v|i-1P&PRES=go aprep|a=to inf|pone-INF=put .,%svd:,ir,0,1,1,p,pres,,,,,
6366,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,135,.,e(s)te e(s) un juguete .%mor: det:dem|este=this cop|se-3S&PRES=be det:art|un&m=one n|juguete&m=toy .,%mor:,0,,,0,0,0,,,,,
6367,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,135,cop|se-3s&pres=be,e(s)te e(s) un juguete .%mor: det:dem|este=this cop|se-3S&PRES=be det:art|un&m=one n|juguete&m=toy .,%svd:,ser,DP-dem,0,3,s,pres,,,,,
6368,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,138,.,"sí, también .%mor: co|sí=yes cm|cm adv|también=also .",%mor:,0,,,0,0,0,,,,,
6369,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,140,.,"chao, les dejo .%mor: co|chao=goodbye cm|cm pro:ind|le-PL=them v|deja-1S&PRES=leave .",%mor:,0,,,0,0,0,,,,,
6370,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,140,v|deja-1s&pres=leave,"chao, les dejo .%mor: co|chao=goodbye cm|cm pro:ind|le-PL=them v|deja-1S&PRES=leave .",%svd:,dejar,0,1,1,s,pres,,,,,
6371,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,142,v|i-1s&pres=go,y ahora les voy a dejar un ratito para que sigan charlando +...%mor: coord|y=and adv|ahora=now pro:ind|le-PL=them v|i-1S&PRES=go aprep|a=to inf|deja-INF=leave det:art|un&m=one n|rato&m-DIM=rat prep|para=for pro:rel|que=that v|segui-3P&SUB&PRES=follow part|charla-PROG=chat +...,%mor:,0,,,0,0,0,,,,,
6372,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,142,v|i-1s&pres=go,y ahora les voy a dejar un ratito para que sigan charlando +...%mor: coord|y=and adv|ahora=now pro:ind|le-PL=them v|i-1S&PRES=go aprep|a=to inf|deja-INF=leave det:art|un&m=one n|rato&m-DIM=rat prep|para=for pro:rel|que=that v|segui-3P&SUB&PRES=follow part|charla-PROG=chat +...,%svd:,ir,0,1,1,s,pres,,same,,,
6373,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,142,v|segui-3p&sub&pres=follow,y ahora les voy a dejar un ratito para que sigan charlando +...%mor: coord|y=and adv|ahora=now pro:ind|le-PL=them v|i-1S&PRES=go aprep|a=to inf|deja-INF=leave det:art|un&m=one n|rato&m-DIM=rat prep|para=for pro:rel|que=that v|segui-3P&SUB&PRES=follow part|charla-PROG=chat +...,%svd:,seguir,0,1,usted,p,sub&pres,switch,switch,,,
6374,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,147,?,"mami, e(s)te, e(s)te e(s) mi juguete ?%mor: n|mami&f=mommy cm|cm det:dem|este=this cm|cm det:dem|este=this cop|se-3S&PRES=be det:poss|mi=my n|juguete&m=toy ?",%mor:,0,,,0,0,0,,,,,
6375,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,147,cop|se-3s&pres=be,"mami, e(s)te, e(s)te e(s) mi juguete ?%mor: n|mami&f=mommy cm|cm det:dem|este=this cm|cm det:dem|este=this cop|se-3S&PRES=be det:poss|mi=my n|juguete&m=toy ?",%svd:,ser,DP-dem,0,3,s,pres,,,,,
6376,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,.,.,.,Mother,.,.,150,!,"mirá, &uuuaoo, mirá !%mor: co|mirá cm|cm cm|cm co|mirá !",%mor:,0,,,0,0,0,,,,,
6377,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,152,.,mami .%mor: n|mami&f=mommy .,%mor:,0,,,0,0,0,,,,,
6378,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,154,!,"mirá y acá, &chan &chan !%mor: co|mirá coord|y=and adv|acá=there cm|cm !",%mor:,0,,,0,0,0,,,,,
6379,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,156,v|deja-1s&pres=leave,les dejo para que chismeen ustedes +...%mor: pro:ind|le-PL=them v|deja-1S&PRES=leave prep|para=for pro:rel|que=that v|chismea-2P&SUB&PRES=gossip pro:sub|usted-PL=you +...,%mor:,0,,,0,0,0,,,,,
6380,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,156,v|deja-1s&pres=leave,les dejo para que chismeen ustedes +...%mor: pro:ind|le-PL=them v|deja-1S&PRES=leave prep|para=for pro:rel|que=that v|chismea-2P&SUB&PRES=gossip pro:sub|usted-PL=you +...,%svd:,dejar,0,1,1,s,pres,,,,,
,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,156,v|chismea-2p&sub&pres=gossip,les dejo para que chismeen ustedes +...%mor: pro:ind|le-PL=them v|deja-1S&PRES=leave prep|para=for pro:rel|que=that v|chismea-2P&SUB&PRES=gossip pro:sub|usted-PL=you +...,%svd:,chismear,1,1,usted,p,sub&pres,switch,switch,,,
6381,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,.,.,.,Mother,.,.,159,!,"&anjá, perfecto !%mor: cm|cm adj|perfecto-m=perfect !",%mor:,0,,,0,0,0,,,,,
6382,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,161,?,y ese ?%mor: coord|y=and det:dem|ese=that ?,%mor:,0,,,0,0,0,,,,,
6383,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,.,.,.,Mother,.,.,163,.,gracias .%mor: co|gracias=thanks .,%mor:,0,,,0,0,0,,,,,
6384,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,165,?,"y yo en un ratito vuelvo, sí ?%mor: coord|y=and pro:sub|yo=I prep|en=in det:art|un&m=one n|rato&m-DIM=rat v|volve-1S&PRES=turn cm|cm co|sí=yes ?",%mor:,0,,,0,0,0,,,,,
6385,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,165,v|volve-1s&pres=turn,"y yo en un ratito vuelvo, sí ?%mor: coord|y=and pro:sub|yo=I prep|en=in det:art|un&m=one n|rato&m-DIM=rat v|volve-1S&PRES=turn cm|cm co|sí=yes ?",%svd:,volver,1,1,1,s,pres,,,,,
6386,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,.,.,.,Mother,.,.,168,.,"bueno, bueno .%mor: co|bueno=good cm|cm co|bueno=good .",%mor:,0,,,0,0,0,,,,,
6387,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,170,.,cualquier cosa me avisan .%mor: det:indef|cualquier&m=whichever n|cosa&f=thing pro:obj|me=me v|avisa-3P&PRES=inform .,%mor:,0,,,0,0,0,,,,,
6388,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,170,v|avisa-3p&pres=inform,cualquier cosa me avisan .%mor: det:indef|cualquier&m=whichever n|cosa&f=thing pro:obj|me=me v|avisa-3P&PRES=inform .,%svd:,avisar,0,1,usted,p,pres,,,,,
6389,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,173,?,+< y e(s)te qué es ?%mor: coord|y=and det:dem|este=this pro:int|qué=what cop|se-3S&PRES=be ?,%mor:,0,,,0,0,0,,,,,
6390,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,173,cop|se-3s&pres=be,+< y e(s)te qué es ?%mor: coord|y=and det:dem|este=this pro:int|qué=what cop|se-3S&PRES=be ?,%svd:,ser,DP-dem,0,3,s,pres,,,,,
6391,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,.,.,.,Mother,.,.,175,.,dale .%mor: imp|da-2S&IMP~pro:clit|3S=give .,%mor:,0,,,0,0,0,,,,,
6392,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,177,?,qué e(s) juguete ?%mor: pro:int|qué=what cop|se-3S&PRES=be n|juguete&m=toy ?,%mor:,0,,,0,0,0,,,,,
6393,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,177,cop|se-3s&pres=be,qué e(s) juguete ?%mor: pro:int|qué=what cop|se-3S&PRES=be n|juguete&m=toy ?,%svd:,ser,0,0,3,s,pres,,,,,
6394,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,.,.,.,Mother,.,.,179,.,"&ay, tenés que ver todo, vos, hijo .%mor: cm|cm v|tene-2S&PRES=have pro:rel|que=that inf|ve-INF=see pro:indef|todo-m=all cm|cm pro:obj|vos=you cm|cm co:voc|hijo=child .",%mor:,0,,,0,0,0,,,,,
6395,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,.,.,.,Mother,.,.,179,v|tene-2s&pres=have,"&ay, tenés que ver todo, vos, hijo .%mor: cm|cm v|tene-2S&PRES=have pro:rel|que=that inf|ve-INF=see pro:indef|todo-m=all cm|cm pro:obj|vos=you cm|cm co:voc|hijo=child .",%svd:,tener,1,1,2,s,pres,,,,,
6396,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,184,?,ju(gu)ete ?%mor: n|juguete&m=toy ?,%mor:,0,,,0,0,0,,,,,
6397,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,.,.,.,Mother,.,.,186,!,&uuaooou !,%mor:,0,,,0,0,0,,,,,
6398,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,187,?,"mami, e(s)te un juguete ?%mor: n|mami&f=mommy cm|cm det:dem|este=this det:art|un&m=one n|juguete&m=toy ?",%mor:,0,,,0,0,0,,,,,
6399,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,187,?,"mami, e(s)te un juguete ?%com: Se escucha un fuerte sonido de juguetes cayendo sobre la mesa .",%com:,0,,,0,0,0,,,,,
6400,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,.,.,.,Mother,.,.,191,!,+< &uuaoou !,%mor:,0,,,0,0,0,,,,,
6401,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,.,.,.,Mother,.,.,192,.,mirá .%mor: co|mirá .,%mor:,0,,,0,0,0,,,,,
6402,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,194,!,&ua !,%mor:,0,,,0,0,0,,,,,
6403,ODOG-LG-2018-03-27-esp-SDS-01-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,195,3:11.,mami +...%com: Timestamp 3:11.,%com:,0,,,0,0,0,,,,,
6404,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,14,!,un aprieto !%mor: det:art|un&m=one v|apreta-1S&PRES=tighten !,%mor:,0,,,0,0,0,,,,,
6405,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,14,v|apreta-1s&pres=tighten,un aprieto !%mor: det:art|un&m=one v|apreta-1S&PRES=tighten !,%svd:,apretar,na,na,na,na,na,na,na,na,tag error,
6406,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,16,.,muy bien .%mor: adv|muy=very adv|bien=well .,%mor:,0,,,0,0,0,,,,,
6407,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,18,.,+< xxx .,%mor:,0,,,0,0,0,,,,,
6408,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,19,?,+< &eh ?,%mor:,0,,,0,0,0,,,,,
6409,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,20,?,"necesitan más juegos, más juguetes o están bien ?%mor: v|necesita-3P&PRES=need adv|más=more n|juego&m-PL=game cm|cm adv|más=more n|juguete&m-PL=toy coord|o=or aux|esta-3P&PRES=be adv|bien=well ?",%mor:,0,,,0,0,0,,,,,
6410,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,20,v|necesita-3p&pres=need,"necesitan más juegos, más juguetes o están bien ?%mor: v|necesita-3P&PRES=need adv|más=more n|juego&m-PL=game cm|cm adv|más=more n|juguete&m-PL=toy coord|o=or aux|esta-3P&PRES=be adv|bien=well ?",%svd:,necesitar,0,1,usted,p,pres,,,,,
6411,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,20,aux|esta-3p&pres=be,"necesitan más juegos, más juguetes o están bien ?%mor: v|necesita-3P&PRES=need adv|más=more n|juego&m-PL=game cm|cm adv|más=more n|juguete&m-PL=toy coord|o=or aux|esta-3P&PRES=be adv|bien=well ?",%svd:,estar,0,1,usted,p,pres,same,same,,,
6412,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,24,.,"+< mami, xxx .%mor: n|mami&f=mommy cm|cm .",%mor:,0,,,0,0,0,,,,,
6413,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,26,!,"(es)tamos, (es)tamos bien !%mor: aux|esta-1P&PRES&PRET=be cm|cm aux|esta-1P&PRES&PRET=be adv|bien=well !",%mor:,0,,,0,0,0,,,,,
6414,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,26,aux|esta-1p&pres&pret=be,"(es)tamos, (es)tamos bien !%mor: aux|esta-1P&PRES&PRET=be cm|cm aux|esta-1P&PRES&PRET=be adv|bien=well !",%svd:,estar,na,na,na,na,na,na,na,na,false start,
6415,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,26,aux|esta-1p&pres&pret=be,"(es)tamos, (es)tamos bien !%mor: aux|esta-1P&PRES&PRET=be cm|cm aux|esta-1P&PRES&PRET=be adv|bien=well !",%svd:,estar,0,1,1,p,pres,,,,,
6416,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,29,?,qué ?%mor: pro:int|qué=what ?,%mor:,0,,,0,0,0,,,,,
6417,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,31,.,la tapa .%mor: det:art|el&f&SG=the n|tapa&f=cover .,%mor:,0,,,0,0,0,,,,,
6418,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,33,!,la tapa acá está !%mor: det:art|el&f&SG=the n|tapa&f=cover adv|acá=there cop|esta-3S&PRES=be !,%mor:,0,,,0,0,0,,,,,
6419,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,33,cop|esta-3s&pres=be,la tapa acá está !%mor: det:art|el&f&SG=the n|tapa&f=cover adv|acá=there cop|esta-3S&PRES=be !,%svd:,estar,DP-def,0,3,s,pres,,,,,
6420,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,36,.,"bueno, yo vengo en un ratito y vuelvo a entrar .%mor: co|bueno=good cm|cm pro:sub|yo=I v|veni-1S&PRES=come prep|en=in det:art|un&m=one n|rato&m-DIM=rat coord|y=and v|volve-1S&PRES=turn aprep|a=to inf|entra-INF=come_in .",%mor:,0,,,0,0,0,,,,,
6421,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,36,v|veni-1s&pres=come,"bueno, yo vengo en un ratito y vuelvo a entrar .%mor: co|bueno=good cm|cm pro:sub|yo=I v|veni-1S&PRES=come prep|en=in det:art|un&m=one n|rato&m-DIM=rat coord|y=and v|volve-1S&PRES=turn aprep|a=to inf|entra-INF=come_in .",%svd:,venir,1,1,1,s,pres,,,,,
6422,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,36,v|volve-1s&pres=turn,"bueno, yo vengo en un ratito y vuelvo a entrar .%mor: co|bueno=good cm|cm pro:sub|yo=I v|veni-1S&PRES=come prep|en=in det:art|un&m=one n|rato&m-DIM=rat coord|y=and v|volve-1S&PRES=turn aprep|a=to inf|entra-INF=come_in .",%svd:,volver,0,1,1,s,pres,same,same,,,
6423,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,40,!,perfecto !%mor: adj|perfecto-m=perfect !,%mor:,0,,,0,0,0,,,,,
6424,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,40,!,perfecto !%com: Se escucha la puerta cerrarse .,%com:,0,,,0,0,0,,,,,
6425,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,45,.,enono@wp etía@wp .%mor: wplay|enono wplay|etía .,%mor:,0,,,0,0,0,,,,,
6426,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,47,?,qué ?%mor: pro:int|qué=what ?,%mor:,0,,,0,0,0,,,,,
6427,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,49,.,elo@wp vuetía@wp .%mor: wplay|elo wplay|vuetía .,%mor:,0,,,0,0,0,,,,,
6428,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,51,cop|esta-3s&pres=be,"&uuuu, eso está +...%mor: cm|cm pro:dem|eso=that_one cop|esta-3S&PRES=be +...",%mor:,0,,,0,0,0,,,,,
6429,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,51,cop|esta-3s&pres=be,"&uuuu, eso está +...%mor: cm|cm pro:dem|eso=that_one cop|esta-3S&PRES=be +...",%svd:,estar,DP-dem,0,3,s,pres,,,,,
6430,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,53,?,"mami, xxx coco ?%mor: n|mami&f=mommy cm|cm n|coco&m=coco_palm ?",%mor:,0,,,0,0,0,,,,,
6431,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,55,!,"acá, mirá, ayudame, &eh !%mor: adv|acá=there cm|cm co|mirá cm|cm imp|ayuda-2S&IMP~pro:clit|1S=help cm|cm !",%mor:,0,,,0,0,0,,,,,
6432,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,58,.,"mirá, mirá, cómo está quedando, mirá .%mor: co|mirá cm|cm co|mirá cm|cm pro:int|cómo=how cop|esta-3S&PRES=be part|queda-PROG=stay cm|cm co|mirá .",%mor:,0,,,0,0,0,,,,,
6433,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,58,cop|esta-3s&pres=be,"mirá, mirá, cómo está quedando, mirá .%mor: co|mirá cm|cm co|mirá cm|cm pro:int|cómo=how cop|esta-3S&PRES=be part|queda-PROG=stay cm|cm co|mirá .",%svd:,estar,0,0,3,s,pres,,,,,
6434,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,61,.,"mirá, cómo está quedando este, este es .%mor: co|mirá cm|cm pro:int|cómo=how cop|esta-3S&PRES=be part|queda-PROG=stay det:dem|este=this cm|cm det:dem|este=this cop|se-3S&PRES=be .",%mor:,0,,,0,0,0,,,,,
6435,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,61,cop|esta-3s&pres=be,"mirá, cómo está quedando este, este es .%mor: co|mirá cm|cm pro:int|cómo=how cop|esta-3S&PRES=be part|queda-PROG=stay det:dem|este=this cm|cm det:dem|este=this cop|se-3S&PRES=be .",%svd:,estar,DP-dem,0,3,s,pres,,,,,
6436,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,61,cop|se-3s&pres=be,"mirá, cómo está quedando este, este es .%mor: co|mirá cm|cm pro:int|cómo=how cop|esta-3S&PRES=be part|queda-PROG=stay det:dem|este=this cm|cm det:dem|este=this cop|se-3S&PRES=be .",%svd:,ser,DP-dem,0,3,s,pres,,,,,
6437,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,65,?,&eh ?,%mor:,0,,,0,0,0,,,,,
6438,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,66,.,este .%mor: det:dem|este=this .,%mor:,0,,,0,0,0,,,,,
6439,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,68,?,"y en, este ?%mor: coord|y=and prep|en=in cm|cm det:dem|este=this ?",%mor:,0,,,0,0,0,,,,,
6440,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,70,!,y este estamos haciendo !%mor: coord|y=and det:dem|este=this aux|esta-1P&PRES&PRET=be part|hace-PROG=do !,%mor:,0,,,0,0,0,,,,,
6441,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,70,aux|esta-1p&pres&pret=be,y este estamos haciendo !%mor: coord|y=and det:dem|este=this aux|esta-1P&PRES&PRET=be part|hace-PROG=do !,%svd:,estar,0,1,1,p,pres,,,,,
6442,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,73,?,&eh ?,%mor:,0,,,0,0,0,,,,,
6443,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,74,!,este estamos haciendo !%mor: det:dem|este=this aux|esta-1P&PRES&PRET=be part|hace-PROG=do !,%mor:,0,,,0,0,0,,,,,
6444,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,74,aux|esta-1p&pres&pret=be,este estamos haciendo !%mor: det:dem|este=this aux|esta-1P&PRES&PRET=be part|hace-PROG=do !,%svd:,estar,0,1,1,p,pres,,,,,
6445,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,76,.,"&ju, o se caya@wp .%mor: cm|cm coord|o=or pro:refl|se=itself wplay|caya .",%mor:,0,,,0,0,0,,,,,
6446,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,78,.,+< a_ver +...%com: Óscar tararea .,%com:,0,,,0,0,0,,,,,
6447,ODOG-LG-2018-03-27-esp-SDS-02-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;8.,male,.,.,Target_Child,.,.,81,!,mami !%mor: n|mami&f=mommy !,%mor:,0,,,0,0,0,,,,,
